[2026-03-03T20:36:24.805024+00:00] [XRP] WARNING: Kraken Spot = $1.3609 | Coinbase Spot = $1.3583 | Diff = 0.1903%
[2026-03-07T20:13:40.980687+00:00] [ETH] WARNING: Kraken Spot = $1964.8200 | Coinbase Spot = $1961.6150 | Diff = 0.1631%
[2026-03-07T20:13:41.174978+00:00] [SOL] WARNING: Kraken Spot = $82.9100 | Coinbase Spot = $82.7850 | Diff = 0.1508%
[2026-03-07T20:13:41.315622+00:00] [ETH] WARNING: Kraken Spot = $1964.8200 | Coinbase Spot = $1961.6150 | Diff = 0.1631%
[2026-03-07T20:13:41.393100+00:00] [SOL] WARNING: Kraken Spot = $82.9100 | Coinbase Spot = $82.7850 | Diff = 0.1508%
[2026-03-07T20:13:43.085145+00:00] [ETH] WARNING: Kraken Spot = $1964.8200 | Coinbase Spot = $1961.4850 | Diff = 0.1697%
[2026-03-07T20:13:43.264100+00:00] [SOL] WARNING: Kraken Spot = $82.9100 | Coinbase Spot = $82.7750 | Diff = 0.1628%
[2026-03-07T20:13:43.420866+00:00] [ETH] WARNING: Kraken Spot = $1964.8200 | Coinbase Spot = $1961.4850 | Diff = 0.1697%
[2026-03-07T20:13:43.507771+00:00] [SOL] WARNING: Kraken Spot = $82.9100 | Coinbase Spot = $82.7750 | Diff = 0.1628%
[2026-03-07T20:13:45.212343+00:00] [ETH] WARNING: Kraken Spot = $1964.8200 | Coinbase Spot = $1961.6150 | Diff = 0.1631%
[2026-03-07T20:13:45.637777+00:00] [ETH] WARNING: Kraken Spot = $1964.8200 | Coinbase Spot = $1961.6150 | Diff = 0.1631%
[2026-03-07T20:13:45.660023+00:00] [SOL] WARNING: Kraken Spot = $82.9100 | Coinbase Spot = $82.7850 | Diff = 0.1508%
[2026-03-07T20:13:46.069169+00:00] [SOL] WARNING: Kraken Spot = $82.9100 | Coinbase Spot = $82.7850 | Diff = 0.1508%
[2026-03-07T20:13:47.624965+00:00] [SOL] WARNING: Kraken Spot = $82.9100 | Coinbase Spot = $82.7750 | Diff = 0.1628%
[2026-03-07T20:13:47.735349+00:00] [ETH] WARNING: Kraken Spot = $1964.8200 | Coinbase Spot = $1961.6150 | Diff = 0.1631%
[2026-03-07T20:13:47.881220+00:00] [SOL] WARNING: Kraken Spot = $82.9100 | Coinbase Spot = $82.7750 | Diff = 0.1628%
[2026-03-07T20:13:48.268682+00:00] [ETH] WARNING: Kraken Spot = $1964.8200 | Coinbase Spot = $1961.6150 | Diff = 0.1631%
[2026-03-07T20:13:49.838682+00:00] [SOL] WARNING: Kraken Spot = $82.9100 | Coinbase Spot = $82.7850 | Diff = 0.1508%
[2026-03-07T20:13:49.869826+00:00] [ETH] WARNING: Kraken Spot = $1964.8200 | Coinbase Spot = $1961.6150 | Diff = 0.1631%
[2026-03-07T20:13:50.153806+00:00] [SOL] WARNING: Kraken Spot = $82.9100 | Coinbase Spot = $82.7850 | Diff = 0.1508%
[2026-03-07T20:13:50.706144+00:00] [ETH] WARNING: Kraken Spot = $1964.8200 | Coinbase Spot = $1961.6150 | Diff = 0.1631%
[2026-03-07T20:13:52.288675+00:00] [ETH] WARNING: Kraken Spot = $1964.8200 | Coinbase Spot = $1961.6150 | Diff = 0.1631%
[2026-03-07T20:13:52.341366+00:00] [SOL] WARNING: Kraken Spot = $82.9100 | Coinbase Spot = $82.7850 | Diff = 0.1508%
[2026-03-07T20:13:52.698017+00:00] [SOL] WARNING: Kraken Spot = $82.9100 | Coinbase Spot = $82.7850 | Diff = 0.1508%
[2026-03-07T20:13:52.796940+00:00] [ETH] WARNING: Kraken Spot = $1964.8200 | Coinbase Spot = $1961.6150 | Diff = 0.1631%
[2026-03-07T20:13:54.415814+00:00] [SOL] WARNING: Kraken Spot = $82.9100 | Coinbase Spot = $82.7850 | Diff = 0.1508%
[2026-03-07T20:13:54.653547+00:00] [SOL] WARNING: Kraken Spot = $82.9100 | Coinbase Spot = $82.7850 | Diff = 0.1508%
[2026-03-07T20:13:54.902087+00:00] [ETH] WARNING: Kraken Spot = $1964.8100 | Coinbase Spot = $1961.6150 | Diff = 0.1626%
[2026-03-07T20:13:55.349994+00:00] [ETH] WARNING: Kraken Spot = $1964.8100 | Coinbase Spot = $1961.6150 | Diff = 0.1626%
[2026-03-07T20:13:56.896455+00:00] [ETH] WARNING: Kraken Spot = $1964.8100 | Coinbase Spot = $1961.6150 | Diff = 0.1626%
[2026-03-07T20:13:57.326040+00:00] [ETH] WARNING: Kraken Spot = $1964.8100 | Coinbase Spot = $1961.6150 | Diff = 0.1626%
[2026-03-07T20:13:59.285932+00:00] [ETH] WARNING: Kraken Spot = $1964.8100 | Coinbase Spot = $1961.6150 | Diff = 0.1626%
[2026-03-07T20:13:59.339189+00:00] [SOL] WARNING: Kraken Spot = $82.9300 | Coinbase Spot = $82.7750 | Diff = 0.1869%
[2026-03-07T20:13:59.652578+00:00] [ETH] WARNING: Kraken Spot = $1964.8100 | Coinbase Spot = $1961.6150 | Diff = 0.1626%
[2026-03-07T20:13:59.782502+00:00] [SOL] WARNING: Kraken Spot = $82.9300 | Coinbase Spot = $82.7750 | Diff = 0.1869%
[2026-03-07T20:14:01.399366+00:00] [SOL] WARNING: Kraken Spot = $82.9300 | Coinbase Spot = $82.7750 | Diff = 0.1869%
[2026-03-07T20:14:01.456269+00:00] [ETH] WARNING: Kraken Spot = $1964.5000 | Coinbase Spot = $1961.4850 | Diff = 0.1535%
[2026-03-07T20:14:01.737888+00:00] [SOL] WARNING: Kraken Spot = $82.9300 | Coinbase Spot = $82.7750 | Diff = 0.1869%
[2026-03-07T20:14:01.798395+00:00] [ETH] WARNING: Kraken Spot = $1964.5000 | Coinbase Spot = $1961.4850 | Diff = 0.1535%
[2026-03-07T20:14:03.453886+00:00] [SOL] WARNING: Kraken Spot = $82.9300 | Coinbase Spot = $82.7850 | Diff = 0.1748%
[2026-03-07T20:14:03.763708+00:00] [SOL] WARNING: Kraken Spot = $82.9300 | Coinbase Spot = $82.7850 | Diff = 0.1748%
[2026-03-07T20:14:05.842512+00:00] [SOL] WARNING: Kraken Spot = $82.9300 | Coinbase Spot = $82.7850 | Diff = 0.1748%
[2026-03-07T20:14:06.090981+00:00] [SOL] WARNING: Kraken Spot = $82.9300 | Coinbase Spot = $82.7850 | Diff = 0.1748%
[2026-03-07T20:14:07.800810+00:00] [SOL] WARNING: Kraken Spot = $82.9300 | Coinbase Spot = $82.7850 | Diff = 0.1748%
[2026-03-07T20:14:08.638015+00:00] [SOL] WARNING: Kraken Spot = $82.9300 | Coinbase Spot = $82.7850 | Diff = 0.1748%
[2026-03-07T20:14:10.312452+00:00] [SOL] WARNING: Kraken Spot = $82.9300 | Coinbase Spot = $82.7850 | Diff = 0.1748%
[2026-03-07T20:14:10.655552+00:00] [SOL] WARNING: Kraken Spot = $82.9300 | Coinbase Spot = $82.7850 | Diff = 0.1748%
[2026-03-07T20:14:12.758415+00:00] [SOL] WARNING: Kraken Spot = $82.9300 | Coinbase Spot = $82.7850 | Diff = 0.1748%
[2026-03-07T20:14:13.203912+00:00] [SOL] WARNING: Kraken Spot = $82.9300 | Coinbase Spot = $82.7750 | Diff = 0.1869%
[2026-03-07T20:14:14.796570+00:00] [SOL] WARNING: Kraken Spot = $82.9300 | Coinbase Spot = $82.7750 | Diff = 0.1869%
[2026-03-07T20:14:15.112545+00:00] [SOL] WARNING: Kraken Spot = $82.9300 | Coinbase Spot = $82.7750 | Diff = 0.1869%
[2026-03-07T20:14:16.687680+00:00] [SOL] WARNING: Kraken Spot = $82.9300 | Coinbase Spot = $82.7750 | Diff = 0.1869%
[2026-03-08T09:14:29.712681+00:00] [BTC] WARNING: Kraken Spot = $67781.4000 | Coinbase Spot = $67670.0250 | Diff = 0.1643%
[2026-03-08T09:14:30.164654+00:00] [BTC] WARNING: Kraken Spot = $67781.4000 | Coinbase Spot = $67670.0250 | Diff = 0.1643%
[2026-03-08T09:14:47.308988+00:00] [ETH] WARNING: Kraken Spot = $1966.5400 | Coinbase Spot = $1963.3250 | Diff = 0.1635%
[2026-03-08T09:14:47.332821+00:00] [SOL] WARNING: Kraken Spot = $83.2900 | Coinbase Spot = $83.1350 | Diff = 0.1861%
[2026-03-08T09:14:47.797932+00:00] [SOL] WARNING: Kraken Spot = $83.2900 | Coinbase Spot = $83.1350 | Diff = 0.1861%
[2026-03-08T09:14:49.317382+00:00] [SOL] WARNING: Kraken Spot = $83.2900 | Coinbase Spot = $83.1250 | Diff = 0.1981%
[2026-03-08T09:14:49.408188+00:00] [XRP] WARNING: Kraken Spot = $1.3621 | Coinbase Spot = $1.3600 | Diff = 0.1556%
[2026-03-08T09:14:49.619787+00:00] [SOL] WARNING: Kraken Spot = $83.2900 | Coinbase Spot = $83.1250 | Diff = 0.1981%
[2026-03-08T09:14:49.855933+00:00] [XRP] WARNING: Kraken Spot = $1.3621 | Coinbase Spot = $1.3600 | Diff = 0.1556%
[2026-03-08T09:14:51.560140+00:00] [ETH] WARNING: Kraken Spot = $1966.5400 | Coinbase Spot = $1963.3250 | Diff = 0.1635%
[2026-03-08T09:14:51.851834+00:00] [ETH] WARNING: Kraken Spot = $1966.5400 | Coinbase Spot = $1963.3250 | Diff = 0.1635%
[2026-03-08T09:14:54.064240+00:00] [ETH] WARNING: Kraken Spot = $1966.5400 | Coinbase Spot = $1963.1250 | Diff = 0.1737%
[2026-03-08T09:14:54.403421+00:00] [ETH] WARNING: Kraken Spot = $1966.5400 | Coinbase Spot = $1963.1250 | Diff = 0.1737%
[2026-03-08T12:13:22.237338+00:00] [ETH] WARNING: Kraken Spot = $1935.1800 | Coinbase Spot = $1939.1350 | Diff = 0.2044%
[2026-03-08T12:13:22.333466+00:00] [SOL] WARNING: Kraken Spot = $82.2000 | Coinbase Spot = $82.3250 | Diff = 0.1521%
[2026-03-08T12:13:24.017774+00:00] [ETH] WARNING: Kraken Spot = $1935.1800 | Coinbase Spot = $1938.7900 | Diff = 0.1865%
[2026-03-08T12:13:25.633160+00:00] [XRP] WARNING: Kraken Spot = $1.3486 | Coinbase Spot = $1.3506 | Diff = 0.1513%
[2026-03-08T12:13:25.675286+00:00] [ETH] WARNING: Kraken Spot = $1935.1800 | Coinbase Spot = $1939.1350 | Diff = 0.2044%
[2026-03-08T12:13:26.093502+00:00] [SOL] WARNING: Kraken Spot = $82.1800 | Coinbase Spot = $82.3050 | Diff = 0.1521%
[2026-03-08T12:13:27.690344+00:00] [SOL] WARNING: Kraken Spot = $82.1800 | Coinbase Spot = $82.3050 | Diff = 0.1521%
[2026-03-08T12:13:27.694115+00:00] [XRP] WARNING: Kraken Spot = $1.3486 | Coinbase Spot = $1.3506 | Diff = 0.1513%
[2026-03-08T12:13:55.919680+00:00] [SOL] WARNING: Kraken Spot = $82.0600 | Coinbase Spot = $82.2100 | Diff = 0.1828%
[2026-03-08T12:13:56.143402+00:00] [SOL] WARNING: Kraken Spot = $82.0600 | Coinbase Spot = $82.2100 | Diff = 0.1828%
[2026-03-08T12:13:58.888218+00:00] [SOL] WARNING: Kraken Spot = $82.0600 | Coinbase Spot = $82.2100 | Diff = 0.1828%
[2026-03-08T12:13:59.434203+00:00] [SOL] WARNING: Kraken Spot = $82.0600 | Coinbase Spot = $82.2100 | Diff = 0.1828%
[2026-03-08T12:14:07.957593+00:00] [ETH] WARNING: Kraken Spot = $1937.3500 | Coinbase Spot = $1932.9050 | Diff = 0.2294%
[2026-03-08T12:14:08.111533+00:00] [BTC] WARNING: Kraken Spot = $67025.6000 | Coinbase Spot = $67146.5250 | Diff = 0.1804%
[2026-03-08T12:14:08.261256+00:00] [ETH] WARNING: Kraken Spot = $1937.3500 | Coinbase Spot = $1932.9050 | Diff = 0.2294%
[2026-03-08T12:14:08.311545+00:00] [BTC] WARNING: Kraken Spot = $67025.6000 | Coinbase Spot = $67146.5250 | Diff = 0.1804%
[2026-03-08T12:14:12.400193+00:00] [ETH] WARNING: Kraken Spot = $1937.5400 | Coinbase Spot = $1932.9050 | Diff = 0.2392%
[2026-03-08T12:14:12.503165+00:00] [SOL] WARNING: Kraken Spot = $82.0800 | Coinbase Spot = $82.2100 | Diff = 0.1584%
[2026-03-08T12:14:12.731127+00:00] [ETH] WARNING: Kraken Spot = $1937.5400 | Coinbase Spot = $1932.9050 | Diff = 0.2392%
[2026-03-08T12:14:12.816402+00:00] [SOL] WARNING: Kraken Spot = $82.0800 | Coinbase Spot = $82.2100 | Diff = 0.1584%
[2026-03-08T12:14:21.945765+00:00] [BTC] WARNING: Kraken Spot = $67019.8000 | Coinbase Spot = $67124.1750 | Diff = 0.1557%
[2026-03-08T12:14:22.231942+00:00] [BTC] WARNING: Kraken Spot = $67019.8000 | Coinbase Spot = $67124.1750 | Diff = 0.1557%
[2026-03-08T12:14:22.244580+00:00] [SOL] WARNING: Kraken Spot = $82.0400 | Coinbase Spot = $82.1700 | Diff = 0.1585%
[2026-03-08T12:14:22.616587+00:00] [SOL] WARNING: Kraken Spot = $82.0400 | Coinbase Spot = $82.1700 | Diff = 0.1585%
[2026-03-08T12:14:26.842572+00:00] [BTC] WARNING: Kraken Spot = $67019.8000 | Coinbase Spot = $67124.1750 | Diff = 0.1557%
[2026-03-08T12:14:27.168999+00:00] [SOL] WARNING: Kraken Spot = $82.0400 | Coinbase Spot = $82.1700 | Diff = 0.1585%
[2026-03-08T12:14:29.207622+00:00] [SOL] WARNING: Kraken Spot = $82.0400 | Coinbase Spot = $82.1700 | Diff = 0.1585%
[2026-03-08T12:14:29.553462+00:00] [SOL] WARNING: Kraken Spot = $82.0400 | Coinbase Spot = $82.1700 | Diff = 0.1585%
[2026-03-08T12:14:31.388839+00:00] [SOL] WARNING: Kraken Spot = $82.0400 | Coinbase Spot = $82.1700 | Diff = 0.1585%
[2026-03-08T12:14:31.719944+00:00] [SOL] WARNING: Kraken Spot = $82.0400 | Coinbase Spot = $82.1700 | Diff = 0.1585%
[2026-03-08T12:28:41.472444+00:00] [SOL] WARNING: Kraken Spot = $82.7600 | Coinbase Spot = $82.5950 | Diff = 0.1994%
[2026-03-08T12:28:43.385977+00:00] [SOL] WARNING: Kraken Spot = $82.7600 | Coinbase Spot = $82.5300 | Diff = 0.2779%
[2026-03-08T12:28:45.398709+00:00] [SOL] WARNING: Kraken Spot = $82.7600 | Coinbase Spot = $82.5300 | Diff = 0.2779%
[2026-03-08T12:28:47.495885+00:00] [ETH] WARNING: Kraken Spot = $1948.8200 | Coinbase Spot = $1945.2400 | Diff = 0.1837%
[2026-03-08T12:28:47.538367+00:00] [SOL] WARNING: Kraken Spot = $82.7600 | Coinbase Spot = $82.5300 | Diff = 0.2779%
[2026-03-08T12:28:49.385190+00:00] [ETH] WARNING: Kraken Spot = $1949.2000 | Coinbase Spot = $1945.9650 | Diff = 0.1660%
[2026-03-08T12:28:49.790049+00:00] [SOL] WARNING: Kraken Spot = $82.7600 | Coinbase Spot = $82.5950 | Diff = 0.1994%
[2026-03-08T12:28:51.542790+00:00] [ETH] WARNING: Kraken Spot = $1949.2000 | Coinbase Spot = $1945.9650 | Diff = 0.1660%
[2026-03-08T12:28:51.589240+00:00] [SOL] WARNING: Kraken Spot = $82.7600 | Coinbase Spot = $82.5300 | Diff = 0.2779%
[2026-03-08T12:28:53.607726+00:00] [ETH] WARNING: Kraken Spot = $1949.2000 | Coinbase Spot = $1945.9650 | Diff = 0.1660%
[2026-03-08T12:28:53.614384+00:00] [SOL] WARNING: Kraken Spot = $82.7600 | Coinbase Spot = $82.5950 | Diff = 0.1994%
[2026-03-08T12:28:55.364302+00:00] [SOL] WARNING: Kraken Spot = $82.7600 | Coinbase Spot = $82.5300 | Diff = 0.2779%
[2026-03-08T12:29:01.943874+00:00] [ETH] WARNING: Kraken Spot = $1949.2000 | Coinbase Spot = $1945.9650 | Diff = 0.1660%
[2026-03-08T12:29:02.013117+00:00] [SOL] WARNING: Kraken Spot = $82.7400 | Coinbase Spot = $82.5950 | Diff = 0.1752%
[2026-03-08T12:29:02.378055+00:00] [ETH] WARNING: Kraken Spot = $1949.2000 | Coinbase Spot = $1945.9650 | Diff = 0.1660%
[2026-03-08T12:29:02.591836+00:00] [SOL] WARNING: Kraken Spot = $82.7400 | Coinbase Spot = $82.5950 | Diff = 0.1752%
[2026-03-08T13:13:01.406041+00:00] [SOL] WARNING: Kraken Spot = $81.8600 | Coinbase Spot = $82.1050 | Diff = 0.2993%
[2026-03-08T13:13:01.412454+00:00] [BTC] WARNING: Kraken Spot = $67097.7000 | Coinbase Spot = $67255.9850 | Diff = 0.2359%
[2026-03-08T13:13:01.425320+00:00] [ETH] WARNING: Kraken Spot = $1937.4600 | Coinbase Spot = $1941.5250 | Diff = 0.2098%
[2026-03-08T13:13:03.125144+00:00] [SOL] WARNING: Kraken Spot = $81.8600 | Coinbase Spot = $82.1050 | Diff = 0.2993%
[2026-03-08T13:13:03.174607+00:00] [ETH] WARNING: Kraken Spot = $1937.4600 | Coinbase Spot = $1941.5250 | Diff = 0.2098%
[2026-03-08T13:13:03.277633+00:00] [BTC] WARNING: Kraken Spot = $67083.9000 | Coinbase Spot = $67254.3650 | Diff = 0.2541%
[2026-03-08T13:13:04.897960+00:00] [BTC] WARNING: Kraken Spot = $67066.7000 | Coinbase Spot = $67255.9850 | Diff = 0.2822%
[2026-03-08T13:13:05.029889+00:00] [ETH] WARNING: Kraken Spot = $1937.4600 | Coinbase Spot = $1941.5250 | Diff = 0.2098%
[2026-03-08T13:13:05.356524+00:00] [SOL] WARNING: Kraken Spot = $81.8600 | Coinbase Spot = $82.1050 | Diff = 0.2993%
[2026-03-08T13:13:06.888720+00:00] [ETH] WARNING: Kraken Spot = $1935.8200 | Coinbase Spot = $1941.2350 | Diff = 0.2797%
[2026-03-08T13:13:06.947263+00:00] [SOL] WARNING: Kraken Spot = $81.8600 | Coinbase Spot = $82.1050 | Diff = 0.2993%
[2026-03-08T13:13:08.493956+00:00] [XRP] WARNING: Kraken Spot = $1.3469 | Coinbase Spot = $1.3496 | Diff = 0.2019%
[2026-03-08T13:13:08.556451+00:00] [BTC] WARNING: Kraken Spot = $67045.4000 | Coinbase Spot = $67255.9850 | Diff = 0.3141%
[2026-03-08T13:13:08.890676+00:00] [SOL] WARNING: Kraken Spot = $81.8700 | Coinbase Spot = $82.1300 | Diff = 0.3176%
[2026-03-08T13:13:10.640348+00:00] [XRP] WARNING: Kraken Spot = $1.3467 | Coinbase Spot = $1.3496 | Diff = 0.2124%
[2026-03-08T13:13:10.796504+00:00] [SOL] WARNING: Kraken Spot = $81.8700 | Coinbase Spot = $82.1050 | Diff = 0.2870%
[2026-03-08T13:13:10.843455+00:00] [BTC] WARNING: Kraken Spot = $67034.4000 | Coinbase Spot = $67147.6200 | Diff = 0.1689%
[2026-03-08T13:13:12.570458+00:00] [BTC] WARNING: Kraken Spot = $67034.3000 | Coinbase Spot = $67147.6200 | Diff = 0.1690%
[2026-03-08T13:13:12.579197+00:00] [XRP] WARNING: Kraken Spot = $1.3466 | Coinbase Spot = $1.3496 | Diff = 0.2228%
[2026-03-08T13:13:12.712305+00:00] [ETH] WARNING: Kraken Spot = $1935.5000 | Coinbase Spot = $1941.2350 | Diff = 0.2963%
[2026-03-08T13:13:12.891455+00:00] [SOL] WARNING: Kraken Spot = $81.8500 | Coinbase Spot = $82.1050 | Diff = 0.3115%
[2026-03-08T13:13:14.476821+00:00] [XRP] WARNING: Kraken Spot = $1.3466 | Coinbase Spot = $1.3496 | Diff = 0.2228%
[2026-03-08T13:13:14.658328+00:00] [SOL] WARNING: Kraken Spot = $81.8500 | Coinbase Spot = $82.1050 | Diff = 0.3115%
[2026-03-08T13:13:14.681258+00:00] [BTC] WARNING: Kraken Spot = $67034.3000 | Coinbase Spot = $67147.6200 | Diff = 0.1690%
[2026-03-08T13:13:16.286710+00:00] [SOL] WARNING: Kraken Spot = $81.8500 | Coinbase Spot = $82.1050 | Diff = 0.3115%
[2026-03-08T13:13:16.564013+00:00] [BTC] WARNING: Kraken Spot = $67038.1000 | Coinbase Spot = $67147.6200 | Diff = 0.1634%
[2026-03-08T13:13:18.173412+00:00] [SOL] WARNING: Kraken Spot = $81.8500 | Coinbase Spot = $81.9900 | Diff = 0.1710%
[2026-03-08T13:13:18.325036+00:00] [BTC] WARNING: Kraken Spot = $67038.1000 | Coinbase Spot = $67147.6200 | Diff = 0.1634%
[2026-03-08T13:13:20.242473+00:00] [BTC] WARNING: Kraken Spot = $67038.1000 | Coinbase Spot = $67147.6200 | Diff = 0.1634%
[2026-03-08T13:13:20.657766+00:00] [SOL] WARNING: Kraken Spot = $81.8500 | Coinbase Spot = $82.1050 | Diff = 0.3115%
[2026-03-08T13:14:55.345443+00:00] [SOL] WARNING: Kraken Spot = $81.7200 | Coinbase Spot = $81.8600 | Diff = 0.1713%
[2026-03-08T13:14:55.831114+00:00] [SOL] WARNING: Kraken Spot = $81.7200 | Coinbase Spot = $81.8600 | Diff = 0.1713%
[2026-03-08T13:14:57.467045+00:00] [BTC] WARNING: Kraken Spot = $66980.6000 | Coinbase Spot = $67088.4400 | Diff = 0.1610%
[2026-03-08T13:14:57.469664+00:00] [SOL] WARNING: Kraken Spot = $81.7200 | Coinbase Spot = $81.8600 | Diff = 0.1713%
[2026-03-08T13:14:57.843360+00:00] [SOL] WARNING: Kraken Spot = $81.7200 | Coinbase Spot = $81.8600 | Diff = 0.1713%
[2026-03-08T13:14:57.933382+00:00] [BTC] WARNING: Kraken Spot = $66973.1000 | Coinbase Spot = $67088.4400 | Diff = 0.1722%
[2026-03-08T13:15:00.032559+00:00] [SOL] WARNING: Kraken Spot = $81.6800 | Coinbase Spot = $81.8600 | Diff = 0.2204%
[2026-03-08T13:15:00.040322+00:00] [BTC] WARNING: Kraken Spot = $66973.1000 | Coinbase Spot = $67088.4400 | Diff = 0.1722%
[2026-03-08T13:15:00.428454+00:00] [BTC] WARNING: Kraken Spot = $66973.1000 | Coinbase Spot = $67083.9950 | Diff = 0.1656%
[2026-03-08T13:15:00.431466+00:00] [ETH] WARNING: Kraken Spot = $1932.2000 | Coinbase Spot = $1935.6400 | Diff = 0.1780%
[2026-03-08T13:15:00.591339+00:00] [SOL] WARNING: Kraken Spot = $81.6800 | Coinbase Spot = $81.8600 | Diff = 0.2204%
[2026-03-08T13:15:00.775335+00:00] [ETH] WARNING: Kraken Spot = $1932.2000 | Coinbase Spot = $1935.6400 | Diff = 0.1780%
[2026-03-08T13:15:02.313365+00:00] [ETH] WARNING: Kraken Spot = $1932.2000 | Coinbase Spot = $1935.6400 | Diff = 0.1780%
[2026-03-08T13:15:03.172838+00:00] [SOL] WARNING: Kraken Spot = $81.6800 | Coinbase Spot = $81.8700 | Diff = 0.2326%
[2026-03-08T13:43:24.009591+00:00] [ETH] WARNING: Kraken Spot = $1934.8000 | Coinbase Spot = $1931.2500 | Diff = 0.1835%
[2026-03-08T13:43:24.086200+00:00] [SOL] WARNING: Kraken Spot = $81.6100 | Coinbase Spot = $81.4850 | Diff = 0.1532%
[2026-03-08T13:43:25.543685+00:00] [SOL] WARNING: Kraken Spot = $81.6100 | Coinbase Spot = $81.4850 | Diff = 0.1532%
[2026-03-08T13:43:27.360265+00:00] [ETH] WARNING: Kraken Spot = $1934.8000 | Coinbase Spot = $1931.2850 | Diff = 0.1817%
[2026-03-08T13:43:28.946540+00:00] [ETH] WARNING: Kraken Spot = $1934.8000 | Coinbase Spot = $1931.2850 | Diff = 0.1817%
[2026-03-08T13:43:30.584383+00:00] [SOL] WARNING: Kraken Spot = $81.6200 | Coinbase Spot = $81.4850 | Diff = 0.1654%
[2026-03-08T13:43:30.604986+00:00] [ETH] WARNING: Kraken Spot = $1934.9700 | Coinbase Spot = $1931.2850 | Diff = 0.1904%
[2026-03-08T13:43:34.321952+00:00] [ETH] WARNING: Kraken Spot = $1934.9600 | Coinbase Spot = $1931.2850 | Diff = 0.1899%
[2026-03-08T19:13:53.900277+00:00] [ETH] WARNING: Kraken Spot = $1944.2500 | Coinbase Spot = $1940.3950 | Diff = 0.1983%
[2026-03-08T19:13:55.953609+00:00] [SOL] WARNING: Kraken Spot = $81.9600 | Coinbase Spot = $81.8150 | Diff = 0.1769%
[2026-03-08T19:13:56.090861+00:00] [ETH] WARNING: Kraken Spot = $1947.2800 | Coinbase Spot = $1940.3950 | Diff = 0.3536%
[2026-03-08T19:13:56.427316+00:00] [SOL] WARNING: Kraken Spot = $81.9600 | Coinbase Spot = $81.8200 | Diff = 0.1708%
[2026-03-08T19:13:56.718364+00:00] [ETH] WARNING: Kraken Spot = $1947.2800 | Coinbase Spot = $1940.3950 | Diff = 0.3536%
[2026-03-08T19:13:58.572789+00:00] [SOL] WARNING: Kraken Spot = $82.0300 | Coinbase Spot = $81.8050 | Diff = 0.2743%
[2026-03-08T19:13:58.588021+00:00] [ETH] WARNING: Kraken Spot = $1947.2200 | Coinbase Spot = $1940.3950 | Diff = 0.3505%
[2026-03-08T19:13:59.103965+00:00] [ETH] WARNING: Kraken Spot = $1947.2200 | Coinbase Spot = $1940.3950 | Diff = 0.3505%
[2026-03-08T19:13:59.125020+00:00] [SOL] WARNING: Kraken Spot = $82.0300 | Coinbase Spot = $81.8050 | Diff = 0.2743%
[2026-03-08T19:14:00.900664+00:00] [ETH] WARNING: Kraken Spot = $1947.2200 | Coinbase Spot = $1940.5750 | Diff = 0.3413%
[2026-03-08T19:14:00.928756+00:00] [SOL] WARNING: Kraken Spot = $82.0300 | Coinbase Spot = $81.8150 | Diff = 0.2621%
[2026-03-08T19:14:01.536160+00:00] [SOL] WARNING: Kraken Spot = $82.0300 | Coinbase Spot = $81.8150 | Diff = 0.2621%
[2026-03-08T19:14:01.565811+00:00] [ETH] WARNING: Kraken Spot = $1946.3200 | Coinbase Spot = $1940.5750 | Diff = 0.2952%
[2026-03-08T19:14:03.290770+00:00] [XRP] WARNING: Kraken Spot = $1.3501 | Coinbase Spot = $1.3474 | Diff = 0.2037%
[2026-03-08T19:14:03.440093+00:00] [ETH] WARNING: Kraken Spot = $1946.3200 | Coinbase Spot = $1940.5750 | Diff = 0.2952%
[2026-03-08T19:14:03.444392+00:00] [SOL] WARNING: Kraken Spot = $82.0300 | Coinbase Spot = $81.8150 | Diff = 0.2621%
[2026-03-08T19:14:03.779394+00:00] [XRP] WARNING: Kraken Spot = $1.3501 | Coinbase Spot = $1.3474 | Diff = 0.2037%
[2026-03-08T19:14:03.989746+00:00] [SOL] WARNING: Kraken Spot = $82.0300 | Coinbase Spot = $81.8150 | Diff = 0.2621%
[2026-03-08T19:14:05.571808+00:00] [XRP] WARNING: Kraken Spot = $1.3502 | Coinbase Spot = $1.3475 | Diff = 0.2037%
[2026-03-08T19:14:05.866008+00:00] [SOL] WARNING: Kraken Spot = $82.0300 | Coinbase Spot = $81.8200 | Diff = 0.2560%
[2026-03-08T19:14:06.196098+00:00] [ETH] WARNING: Kraken Spot = $1946.6000 | Coinbase Spot = $1940.5750 | Diff = 0.3095%
[2026-03-08T19:14:06.299065+00:00] [SOL] WARNING: Kraken Spot = $82.0300 | Coinbase Spot = $81.8200 | Diff = 0.2560%
[2026-03-08T19:14:07.963564+00:00] [SOL] WARNING: Kraken Spot = $82.0400 | Coinbase Spot = $81.8200 | Diff = 0.2682%
[2026-03-08T19:14:08.633082+00:00] [XRP] WARNING: Kraken Spot = $1.3512 | Coinbase Spot = $1.3474 | Diff = 0.2864%
[2026-03-08T19:14:10.370154+00:00] [XRP] WARNING: Kraken Spot = $1.3512 | Coinbase Spot = $1.3475 | Diff = 0.2753%
[2026-03-08T19:14:10.779993+00:00] [XRP] WARNING: Kraken Spot = $1.3512 | Coinbase Spot = $1.3475 | Diff = 0.2753%
